name	ensg	label	id	combined_family	class_id	family_id
BATF	ENSMUSG00000034266	B-ATF	1.1.4.0.1	Basic leucine zipper factors (bZIP)>B-ATF-related factors	1.1	1.1.4
KLF16	ENSMUSG00000035397	KLF16 (BTEB4, NSLP2)	2.3.1.2.16	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3	2.3.1
ZNF788	ENSMUSG00000095990	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
HOXB6	ENSMUSG00000000690	Hox-B6 (HOX2B)	3.1.1.6.2	Homeo domain factors>HOX-related factors	3.1	3.1.1
ZNF155	ENSMUSG00000050605	ZNF155 [12]	2.3.3.47.4	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
FOXI2	ENSMUSG00000048377	FOXI2	3.3.1.9.2	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3	3.3.1
SOX13	ENSMUSG00000070643	SOX-13	4.1.1.4.3	High-mobility group (HMG) domain factors>SOX-related factors	4.1	4.1.1
SIX4	ENSMUSG00000034460	SIX4	3.1.6.3.1	Homeo domain factors>HD-SINE factors	3.1	3.1.6
ZNF788	ENSMUSG00000094475	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
HAND1	ENSMUSG00000037335	HAND-1 (eHAND, Th1)	1.2.3.2.3	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2	1.2.3
ZNF426	ENSMUSG00000059475	ZNF426 [1+11]	2.3.4.0.64	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
TLX3	ENSMUSG00000040610	TLX-3 (HOX11L2)	3.1.2.21.3	Homeo domain factors>NK-related factors	3.1	3.1.2
ARID4A	ENSMUSG00000048118	ARID4A (RBBP1, RBP1)	3.7.1.4.1	ARID domain factors	3.7	3.7.1
ZNF788	ENSMUSG00000043090	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
EGR3	ENSMUSG00000033730	EGR3 (PILOT)	2.3.1.3.3	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3	2.3.1
FOXD4L4	ENSMUSG00000051490	FOXD4L4 (FOXD4B)	3.3.1.4.8	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3	3.3.1
CREBZF	ENSMUSG00000051451	CREBZF (Zhangfei, ZF)	1.1.7.4.1	Basic leucine zipper factors (bZIP)>CREB-related factors	1.1	1.1.7
SOX3	ENSMUSG00000045179	SOX-3	4.1.1.2.3	High-mobility group (HMG) domain factors>SOX-related factors	4.1	4.1.1
PDX1	ENSMUSG00000029644	PDX-1 (IPF-1)	3.1.1.15.1	Homeo domain factors>HOX-related factors	3.1	3.1.1
ZNF786	ENSMUSG00000051499	ZNF786 [2+14]	2.3.4.23.2	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZNF274	ENSMUSG00000058638	ZNF274 (Neurotrophin receptor-interacting factor homolog; ZSCAN19)	2.3.3.0.6	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
E2F5	ENSMUSG00000027552	E2F-5	3.3.2.1.5	Fork head / winged helix factors>E2F-related factors	3.3	3.3.2
ZNF592	ENSMUSG00000005621	ZNF592 [2+6+3+2]	2.3.4.9.2	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
SMAD3	ENSMUSG00000032402	SMAD3	7.1.1.1.3	SMAD/NF-1 DNA-binding domain factors	7.1	7.1.1
CDX2	ENSMUSG00000029646	CDX-2 (CDX-3)	3.1.1.9.2	Homeo domain factors>HOX-related factors	3.1	3.1.1
HESX1	ENSMUSG00000040726	HESX-1	3.1.3.10.1	Homeo domain factors>Paired-related HD factors	3.1	3.1.3
TCF7L1	ENSMUSG00000055799	TCF-7L1 (TCF-3) [1]	4.1.3.0.2	High-mobility group (HMG) domain factors>TCF-7-related factors	4.1	4.1.3
BNC1	ENSMUSG00000025105	BNC1 [2+2+2]	2.3.4.19.1	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZNF618	ENSMUSG00000028358	ZNF618 [3+1]	2.3.4.0.18	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
KLF2	ENSMUSG00000055148	KLF2 (LKLF)	2.3.1.2.2	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3	2.3.1
TWIST1	ENSMUSG00000035799	Twist-1 (H-Twist, M-Twist)	1.2.3.2.1	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2	1.2.3
MXD4	ENSMUSG00000037235	Mad4	1.2.6.7.3	Basic helix-loop-helix factors (bHLH)>bHLH-ZIP factors	1.2	1.2.6
THAP4	ENSMUSG00000026279	THAP4 (CGI-36, PP238)	2.9.1.0.4	C2CH THAP-type zinc finger factors	2.9	2.9.1
FOXL1	ENSMUSG00000097084	FOXL1 (Fkh-L11, FREAC7)	3.3.1.12.1	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3	3.3.1
ZNF48	ENSMUSG00000045598	ZNF48 (ZNF553) [8+2+2]	2.3.4.0.48	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ESRRA	ENSMUSG00000024955	ERR1 (ERRalpha, ESRRA) (NR3B1)	2.1.1.2.3	Nuclear receptors with C4 zinc fingers>Steroid hormone receptors (NR3)	2.1	2.1.1
ZNF90	ENSMUSG00000055480	ZNF90 [15]	2.3.3.0.184	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF788	ENSMUSG00000069208	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
NCOA3	ENSMUSG00000027678	NCoA-3	1.2.5.3.3	Basic helix-loop-helix factors (bHLH)>PAS domain factors	1.2	1.2.5
OSR1	ENSMUSG00000048387	OSR1 (ODD) [3]	2.3.2.4.7	C2H2 zinc finger factors>Other factors with up to three adjacent zinc fingers	2.3	2.3.2
ZNF648	ENSMUSG00000066797	ZNF648 [10]	2.3.3.0.94	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF788	ENSMUSG00000095193	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
BHLHE23	ENSMUSG00000045493	bHLHe23	1.2.3.4.12	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2	1.2.3
ZBED3	ENSMUSG00000041995	ZBED3	2.3.5.0.3	C2H2 zinc finger factors>BED zinc finger factors	2.3	2.3.5
MYBL1	ENSMUSG00000025912	A-Myb (Myb-L1)	3.5.1.1.2	Tryptophan cluster factors>Myb/SANT domain factors	3.5	3.5.1
HOXD1	ENSMUSG00000042448	Hox-D1 (HOX4G)	3.1.1.1.3	Homeo domain factors>HOX-related factors	3.1	3.1.1
ZNF788	ENSMUSG00000089951	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
TFAM	ENSMUSG00000003923	TFAM (mtTFA, MtTF1, TCF6, TCF6L2) [2]	4.1.7.0.1	High-mobility group (HMG) domain factors>TFAM	4.1	4.1.7
HOXD8	ENSMUSG00000027102	Hox-D8 (HOX4E)	3.1.1.7.3	Homeo domain factors>HOX-related factors	3.1	3.1.1
ZNF483	ENSMUSG00000038630	ZNF483 (ZKSCAN16) [11]	2.3.3.0.101	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
HMG20A	ENSMUSG00000032329	HMG20A (HMGX1) [1]	4.1.2.0.6	High-mobility group (HMG) domain factors>TOX-related factors	4.1	4.1.2
GATA2	ENSMUSG00000015053	GATA-2	2.2.1.1.2	Other C4 zinc finger-type factors	2.2	2.2.1
HOXD3	ENSMUSG00000079277	Hox-D3 (HOX4A)	3.1.1.3.3	Homeo domain factors>HOX-related factors	3.1	3.1.1
MAFA	ENSMUSG00000047591	MafA	1.1.3.1.2	Basic leucine zipper factors (bZIP)>Maf-related factors	1.1	1.1.3
ZNF788	ENSMUSG00000078872	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZXDA	ENSMUSG00000073062	ZXDA [10]	2.3.3.46.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZBTB7A	ENSMUSG00000035011	ZBTB7A [4]	2.3.3.8.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF248	ENSMUSG00000030145	ZNF248 [1+7]	2.3.4.25.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
MITF	ENSMUSG00000035158	MiTF	1.2.6.1.4	Basic helix-loop-helix factors (bHLH)>bHLH-ZIP factors	1.2	1.2.6
ZNF773	ENSMUSG00000063535	ZNF773 (ZNF419B) [9]	2.3.3.42.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
TEAD4	ENSMUSG00000030353	TEF-3 (TEAD-4, TCF-13L1)	3.6.1.0.2	TEA domain factors	3.6	3.6.1
ZNF788	ENSMUSG00000078899	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
TLX2	ENSMUSG00000068327	TLX-2 (HOX11L1, NCX)	3.1.2.21.2	Homeo domain factors>NK-related factors	3.1	3.1.2
ARID3B	ENSMUSG00000004661	ARID3B (BDP, DRIL2)	3.7.1.3.2	ARID domain factors	3.7	3.7.1
TSC22D3	ENSMUSG00000031431	TSC22D3 (DSIPI, GILZ)	1.1.0.1.3	Basic leucine zipper factors (bZIP)>ZIP only	1.1	1.1.0
YY1	ENSMUSG00000021264	YY1 [4]	2.3.3.9.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF610	ENSMUSG00000067931	ZNF610 [9]	2.3.3.0.89	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
SOX30	ENSMUSG00000040489	SOX-30	4.1.1.8.1	High-mobility group (HMG) domain factors>SOX-related factors	4.1	4.1.1
ARNT	ENSMUSG00000015522	Arnt (HIF-1beta)	1.2.5.2.1	Basic helix-loop-helix factors (bHLH)>PAS domain factors	1.2	1.2.5
NCOR1	ENSMUSG00000018501	NCoR1	3.5.1.2.1	Tryptophan cluster factors>Myb/SANT domain factors	3.5	3.5.1
IKZF3	ENSMUSG00000018168	IKZF3 (Aiolos, ZNFN1A3) [4+2]	2.3.4.4.3	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
PROP1	ENSMUSG00000044542	PROP-1	3.1.3.20.1	Homeo domain factors>Paired-related HD factors	3.1	3.1.3
ARID3A	ENSMUSG00000019564	ARID3A (Bright, DRIL1, DRIL3, DRX, E2FBP1)	3.7.1.3.1	ARID domain factors	3.7	3.7.1
SATB1	ENSMUSG00000023927	SATB-1	3.1.9.3.1	Homeo domain factors>HD-CUT factors	3.1	3.1.9
IKZF5	ENSMUSG00000040167	IKZF5 (Pegasus, ZNFN1A5) [3+2]	2.3.4.4.5	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZNF24	ENSMUSG00000051469	ZNF24 (KOX17, ZNF191, ZSCAN3) [4]	2.3.3.10.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
BARX2	ENSMUSG00000032033	BARX-2	3.1.2.2.2	Homeo domain factors>NK-related factors	3.1	3.1.2
ATRX	ENSMUSG00000031229	ATRX (RAD54L, XH2)	2.2.1.2.12	Other C4 zinc finger-type factors	2.2	2.2.1
ZBTB22	ENSMUSG00000051390	ZBTB22 (ZNF297, BING1) [3]	2.3.2.1.6	C2H2 zinc finger factors>Other factors with up to three adjacent zinc fingers	2.3	2.3.2
ZNF286A	ENSMUSG00000047342	ZNF286A [10]	2.3.3.49.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ETS1	ENSMUSG00000032035	c-Ets-1	3.5.2.1.1	Tryptophan cluster factors>Ets-related factors	3.5	3.5.2
ZNF788	ENSMUSG00000054648	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
NR5A2	ENSMUSG00000026398	LRH-1 (NR5A2)	2.1.5.0.2	Nuclear receptors with C4 zinc fingers>FTZ-F1-related receptors (NR5)	2.1	2.1.5
ZNF791	ENSMUSG00000074194	ZNF791 [17]	2.3.3.0.209	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
RFXANK	ENSMUSG00000036120	RFXANK (ANKRA1, RFXB, Tvl-1)	0.0.3.0.1	Uncharacterized	0.0	0.0.3
ZNF781	ENSMUSG00000071362	ZNF781	2.3.3.0.10	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
SOX8	ENSMUSG00000024176	SOX-8	4.1.1.5.1	High-mobility group (HMG) domain factors>SOX-related factors	4.1	4.1.1
TBX21	ENSMUSG00000001444	TBX21 (T-bet)	6.5.2.0.3	T-Box factors	6.5	6.5.2
EN1	ENSMUSG00000058665	EN-1	3.1.2.7.1	Homeo domain factors>NK-related factors	3.1	3.1.2
RHOXF1	ENSMUSG00000064137	RHOXF-1 (OTEX, PEPP-1)	3.1.3.23.1	Homeo domain factors>Paired-related HD factors	3.1	3.1.3
IRX6	ENSMUSG00000031738	IRX-6	3.1.4.1.6	Homeo domain factors>TALE-type homeo domain factors	3.1	3.1.4
RUNX1	ENSMUSG00000022952	Runx1 (PEBP2alphaB, CBF-alpha2, AML-1)	6.4.1.0.2	Runt domain factors	6.4	6.4.1
ZNF784	ENSMUSG00000043290	ZNF784 [3+3]	2.3.4.0.40	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
SNAI1	ENSMUSG00000042821	SNAI1 [4]	2.3.3.2.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF423	ENSMUSG00000045333	ZNF423 (OAZ) [1+7+5+7+10]	2.3.4.12.1	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
HOXA2	ENSMUSG00000014704	Hox-A2 (HOX1K)	3.1.1.2.1	Homeo domain factors>HOX-related factors	3.1	3.1.1
REL	ENSMUSG00000020275	c-Rel	6.1.1.2.3	Rel homology region (RHR) factors	6.1	6.1.1
HSFY1	ENSMUSG00000045336	HSFY1 (HSFY2, HSF2L)	3.4.1.0.6	Heat shock factors	3.4	3.4.1
ZFP64	ENSMUSG00000027551	ZFP64 [9]	2.3.3.0.76	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
CREB1	ENSMUSG00000025958	CREB	1.1.7.1.1	Basic leucine zipper factors (bZIP)>CREB-related factors	1.1	1.1.7
ZNF788	ENSMUSG00000094942	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZHX3	ENSMUSG00000035877	ZHX3 (TIX1)	3.1.8.5.3	Homeo domain factors>HD-ZF factors	3.1	3.1.8
ZNF610	ENSMUSG00000086147	ZNF610 [9]	2.3.3.0.89	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
HMGA1	ENSMUSG00000046711	HMGA1 (HMGI(Y))	8.2.1.0.1	A.T hook factors	8.2	8.2.1
MTA2	ENSMUSG00000071646	MTA2 (MTA1-L1)	2.2.1.2.6	Other C4 zinc finger-type factors	2.2	2.2.1
ZKSCAN8	ENSMUSG00000063894	ZNF192 (ZKSCAN8, LD5-1) [9]	2.3.3.0.81	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
NFAT5	ENSMUSG00000003847	NFAT5 (TonEBP)	6.1.3.0.5	Rel homology region (RHR) factors	6.1	6.1.3
LHX6	ENSMUSG00000026890	Lhx6 (Lhx6.1)	3.1.5.5.1	Homeo domain factors>HD-LIM factors	3.1	3.1.5
OLIG2	ENSMUSG00000039830	OLIGO2	1.2.3.4.14	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2	1.2.3
ZBTB39	ENSMUSG00000044617	ZBTB39 [2+3+3]	2.3.4.0.9	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZNF788	ENSMUSG00000078879	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZNF175	ENSMUSG00000031079	ZNF175 [15]	2.3.3.68.2	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF335	ENSMUSG00000039834	ZNF335 (NIF-1) [1+8+4]	2.3.4.0.2	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
WHSC1	ENSMUSG00000057406	WHSC1 (TRX-5) [1]	4.1.5.0.1	High-mobility group (HMG) domain factors>WHSC1-related factors	4.1	4.1.5
PEG3	ENSMUSG00000002265	ZIM2 (ZNF656)	2.3.3.0.27	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
SOX1	ENSMUSG00000096014	SOX-1	4.1.1.2.1	High-mobility group (HMG) domain factors>SOX-related factors	4.1	4.1.1
TBX5	ENSMUSG00000018263	TBX5	6.5.4.0.4	T-Box factors	6.5	6.5.4
ZNF410	ENSMUSG00000042472	ZNF410 (APA1) [5]	2.3.3.24.2	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
NKX1-1	ENSMUSG00000029112	NKX-1.1 (NKX1-1, SAX-2)	3.1.2.13.1	Homeo domain factors>NK-related factors	3.1	3.1.2
ZNF235	ENSMUSG00000074283	ZNF235 (ZFP93, ZNF270) [16]	2.3.3.47.9	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
ZNF214	ENSMUSG00000074282	ZNF214 (BAZ1) [11]	2.3.3.56.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
SOX14	ENSMUSG00000053747	SOX-14 (SOX-28)	4.1.1.2.4	High-mobility group (HMG) domain factors>SOX-related factors	4.1	4.1.1
ZBTB45	ENSMUSG00000049600	ZBTB45 (ZNF499) [4]	2.3.3.14.2	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
NFE2L3	ENSMUSG00000029832	NF-E2L3 (NRF3)	1.1.1.2.4	Basic leucine zipper factors (bZIP)>Jun-related factors	1.1	1.1.1
ZNF131	ENSMUSG00000094870	ZNF131 [6]	2.3.3.0.34	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
MXD3	ENSMUSG00000021485	Mad3	1.2.6.7.2	Basic helix-loop-helix factors (bHLH)>bHLH-ZIP factors	1.2	1.2.6
ZNF610	ENSMUSG00000057409	ZNF610 [9]	2.3.3.0.89	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
LRRFIP1	ENSMUSG00000026305	LRRFIP1 (GCF2, TRIP)	0.3.1.0.1	Leucine-rich repeat flightless-interacting proteins	0.3	0.3.1
HOXB13	ENSMUSG00000049604	Hox-B13	3.1.1.8.14	Homeo domain factors>HOX-related factors	3.1	3.1.1
ZBTB5	ENSMUSG00000049657	ZBTB5 [2]	2.3.2.1.1	C2H2 zinc finger factors>Other factors with up to three adjacent zinc fingers	2.3	2.3.2
TOX3	ENSMUSG00000043668	TOX-3 (CAGF9) [1]	4.1.2.0.3	High-mobility group (HMG) domain factors>TOX-related factors	4.1	4.1.2
NKX2-4	ENSMUSG00000054160	NKX-2.4 (NKX2-4, NK-2HD)	3.1.2.14.2	Homeo domain factors>NK-related factors	3.1	3.1.2
ZNF788	ENSMUSG00000095362	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ONECUT1	ENSMUSG00000043013	ONECUT-1 (HNF6, HNF-6alpha, OC-1)	3.1.9.1.1	Homeo domain factors>HD-CUT factors	3.1	3.1.9
SATB2	ENSMUSG00000038331	SATB-2	3.1.9.3.2	Homeo domain factors>HD-CUT factors	3.1	3.1.9
NFE2	ENSMUSG00000058794	NF-E2 p45	1.1.1.2.1	Basic leucine zipper factors (bZIP)>Jun-related factors	1.1	1.1.1
TCF7L2	ENSMUSG00000024985	TCF-7L2 (TCF-4) [1]	4.1.3.0.3	High-mobility group (HMG) domain factors>TCF-7-related factors	4.1	4.1.3
JUND	ENSMUSG00000071076	JunD	1.1.1.1.3	Basic leucine zipper factors (bZIP)>Jun-related factors	1.1	1.1.1
RFX5	ENSMUSG00000005774	RFX5	3.3.3.0.5	Fork head / winged helix factors>RFX-related factors	3.3	3.3.3
E2F2	ENSMUSG00000018983	E2F-2	3.3.2.1.2	Fork head / winged helix factors>E2F-related factors	3.3	3.3.2
ZNF382	ENSMUSG00000074220	ZNF382 (KS1) [1+9]	2.3.4.25.5	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
NOBOX	ENSMUSG00000029736	NOBOX (OG2)	3.1.3.15.1	Homeo domain factors>Paired-related HD factors	3.1	3.1.3
OTP	ENSMUSG00000021685	OTP	3.1.3.16.1	Homeo domain factors>Paired-related HD factors	3.1	3.1.3
PTF1A	ENSMUSG00000026735	PTF-1a	1.2.3.2.7	Basic helix-loop-helix factors (bHLH)>Tal-related factors	1.2	1.2.3
ARNT2	ENSMUSG00000015709	Arnt-2	1.2.5.2.2	Basic helix-loop-helix factors (bHLH)>PAS domain factors	1.2	1.2.5
ZNF644	ENSMUSG00000049606	ZNF644 (ZEP2) [5+1+1]	2.3.4.0.76	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
MAZ	ENSMUSG00000030678	MAZ (Zif87, ZNF801) [1+5]	2.3.4.8.1	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZFP91	ENSMUSG00000024695	ZFP91 (ZNF757) [5]	2.3.3.3.1	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
NONO	ENSMUSG00000031311	NONO (NMT55, p54(nrb), NRB54)	0.2.1.0.1	NonO domain factors	0.2	0.2.1
RXRB	ENSMUSG00000039656	RXRbeta (NR2B2)	2.1.3.1.2	Nuclear receptors with C4 zinc fingers>RXR-related receptors (NR2)	2.1	2.1.3
SNAPC4	ENSMUSG00000036281	SNAPc4 (PTFalpha)	3.5.1.1.5	Tryptophan cluster factors>Myb/SANT domain factors	3.5	3.5.1
TFAP2C	ENSMUSG00000028640	AP-2gamma	1.3.1.0.3	Basic helix-span-helix factors (bHSH)	1.3	1.3.1
ZNF431	ENSMUSG00000098905	ZNF431 [13]	2.3.3.59.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
FOSL1	ENSMUSG00000024912	Fra-1	1.1.2.1.3	Basic leucine zipper factors (bZIP)>Fos-related factors	1.1	1.1.2
SMAD1	ENSMUSG00000031681	SMAD1	7.1.1.1.1	SMAD/NF-1 DNA-binding domain factors	7.1	7.1.1
ZNF771	ENSMUSG00000054716	ZNF771 [8]	2.3.3.39.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
PAX7	ENSMUSG00000028736	Pax-7 (HuP1)	3.2.1.1.2	Paired box factors	3.2	3.2.1
SMAD5	ENSMUSG00000021540	SMAD5	7.1.1.1.4	SMAD/NF-1 DNA-binding domain factors	7.1	7.1.1
HSF1	ENSMUSG00000022556	HSF1 (HSTF1)	3.4.1.0.1	Heat shock factors	3.4	3.4.1
RCOR1	ENSMUSG00000037896	RCoR1	3.5.1.2.3	Tryptophan cluster factors>Myb/SANT domain factors	3.5	3.5.1
CLOCK	ENSMUSG00000029238	CLOCK	1.2.5.2.5	Basic helix-loop-helix factors (bHLH)>PAS domain factors	1.2	1.2.5
FOXJ1	ENSMUSG00000034227	FOXJ1 (Fkh-L13, HFH-4)	3.3.1.10.1	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3	3.3.1
LHX2	ENSMUSG00000000247	Lhx2 (LH-2)	3.1.5.3.1	Homeo domain factors>HD-LIM factors	3.1	3.1.5
SOX5	ENSMUSG00000041540	SOX-5	4.1.1.4.1	High-mobility group (HMG) domain factors>SOX-related factors	4.1	4.1.1
IRF3	ENSMUSG00000003184	IRF-3	3.5.3.0.3	Tryptophan cluster factors>Interferon-regulatory factors	3.5	3.5.3
SP8	ENSMUSG00000048562	Sp8	2.3.1.1.8	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3	2.3.1
MAF	ENSMUSG00000055435	c-Maf	1.1.3.1.1	Basic leucine zipper factors (bZIP)>Maf-related factors	1.1	1.1.3
ZNF276	ENSMUSG00000001065	ZNF276 (ZFP276, ZNF477) [5]	2.3.3.3.3	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
NKX2-8	ENSMUSG00000058669	NKX-2.8 (NKX2-8, NKX2G, NKX2H)	3.1.2.15.2	Homeo domain factors>NK-related factors	3.1	3.1.2
SMAD6	ENSMUSG00000036867	SMAD6	7.1.1.3.1	SMAD/NF-1 DNA-binding domain factors	7.1	7.1.1
CIC	ENSMUSG00000005442	CIC [1]	4.1.1.9.1	High-mobility group (HMG) domain factors>SOX-related factors	4.1	4.1.1
ARID5A	ENSMUSG00000037447	ARID5A (MRF1)	3.7.1.5.1	ARID domain factors	3.7	3.7.1
KLF13	ENSMUSG00000052040	KLF13 (BTEB3, NSLP1)	2.3.1.2.13	C2H2 zinc finger factors>Three-zinc finger Krüppel-related factors	2.3	2.3.1
MAFF	ENSMUSG00000042622	MafF	1.1.3.2.1	Basic leucine zipper factors (bZIP)>Maf-related factors	1.1	1.1.3
NPAS4	ENSMUSG00000045903	NPAS-4	1.2.5.4.1	Basic helix-loop-helix factors (bHLH)>PAS domain factors	1.2	1.2.5
NFKBIZ	ENSMUSG00000035356	IkappaBzeta (MAIL)	6.1.2.1.5	Rel homology region (RHR) factors	6.1	6.1.2
POGZ	ENSMUSG00000038902	POGZ (SUHW5, ZNF280E, ZNF635) [9]	2.3.3.4.5	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
SP140	ENSMUSG00000079794	Sp140	5.3.5.1.1	SAND domain factors	5.3	5.3.5
ESR1	ENSMUSG00000019768	Estrogen receptor alpha (ERalpha) (ESR1, NR3A1)	2.1.1.2.1	Nuclear receptors with C4 zinc fingers>Steroid hormone receptors (NR3)	2.1	2.1.1
FOXJ3	ENSMUSG00000032998	FOXJ3 (Fkx)	3.3.1.10.3	Fork head / winged helix factors>Forkhead box (FOX) factors	3.3	3.3.1
ZNF879	ENSMUSG00000044296	ZNF879 [13]	2.3.3.0.157	C2H2 zinc finger factors>More than 3 adjacent zinc finger factors	2.3	2.3.3
HOXB3	ENSMUSG00000048763	Hox-B3 (HOX2G)	3.1.1.3.2	Homeo domain factors>HOX-related factors	3.1	3.1.1
ZNF788	ENSMUSG00000078889	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
ZNF788	ENSMUSG00000095545	ZNF788 [9+8]	2.3.4.0.60	C2H2 zinc finger factors>Factors with multiple dispersed zinc fingers	2.3	2.3.4
MYOD1	ENSMUSG00000009471	MyoD	1.2.2.1.1	Basic helix-loop-helix factors (bHLH)>MyoD / ASC-related factors	1.2	1.2.2
